areaCode,areaName,areaType,date,cumDailyNsoDeathsByDeathDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,cumPillarFourTestsByPublishDate,hospitalCases
K02000001,United Kingdom,overview,2023-11-17,233791,,,
K02000001,United Kingdom,overview,2023-11-16,233765,,,
K02000001,United Kingdom,overview,2023-11-15,233736,,,
K02000001,United Kingdom,overview,2023-11-14,233708,,,
K02000001,United Kingdom,overview,2023-11-13,233668,,,
K02000001,United Kingdom,overview,2023-11-12,233635,,,
K02000001,United Kingdom,overview,2023-11-11,233609,,,
K02000001,United Kingdom,overview,2023-11-10,233575,,,
K02000001,United Kingdom,overview,2023-11-09,233535,,,
K02000001,United Kingdom,overview,2023-11-08,233484,,,
K02000001,United Kingdom,overview,2023-11-07,233444,,,
K02000001,United Kingdom,overview,2023-11-06,233404,,,
K02000001,United Kingdom,overview,2023-11-05,233356,,,
K02000001,United Kingdom,overview,2023-11-04,233298,,,
K02000001,United Kingdom,overview,2023-11-03,233256,,,
K02000001,United Kingdom,overview,2023-11-02,233201,,,
K02000001,United Kingdom,overview,2023-11-01,233159,,,
K02000001,United Kingdom,overview,2023-10-31,233102,,,
K02000001,United Kingdom,overview,2023-10-30,233055,,,
K02000001,United Kingdom,overview,2023-10-29,233007,,,
K02000001,United Kingdom,overview,2023-10-28,232938,,,
K02000001,United Kingdom,overview,2023-10-27,232887,,,
K02000001,United Kingdom,overview,2023-10-26,232836,,,
K02000001,United Kingdom,overview,2023-10-25,232792,,,
K02000001,United Kingdom,overview,2023-10-24,232729,,,
K02000001,United Kingdom,overview,2023-10-23,232682,,,
K02000001,United Kingdom,overview,2023-10-22,232638,,,
K02000001,United Kingdom,overview,2023-10-21,232593,,,
K02000001,United Kingdom,overview,2023-10-20,232542,,,
K02000001,United Kingdom,overview,2023-10-19,232479,,,
K02000001,United Kingdom,overview,2023-10-18,232415,,,
K02000001,United Kingdom,overview,2023-10-17,232356,,,
K02000001,United Kingdom,overview,2023-10-16,232297,,,
K02000001,United Kingdom,overview,2023-10-15,232252,,,
K02000001,United Kingdom,overview,2023-10-14,232199,,,
K02000001,United Kingdom,overview,2023-10-13,232149,,,
K02000001,United Kingdom,overview,2023-10-12,232114,,,
K02000001,United Kingdom,overview,2023-10-11,232065,,,
K02000001,United Kingdom,overview,2023-10-10,232001,,,
K02000001,United Kingdom,overview,2023-10-09,231948,,,
K02000001,United Kingdom,overview,2023-10-08,231897,,,
K02000001,United Kingdom,overview,2023-10-07,231841,,,
K02000001,United Kingdom,overview,2023-10-06,231779,,,
K02000001,United Kingdom,overview,2023-10-05,231722,,,
K02000001,United Kingdom,overview,2023-10-04,231668,,,
K02000001,United Kingdom,overview,2023-10-03,231618,,,
K02000001,United Kingdom,overview,2023-10-02,231578,,,
K02000001,United Kingdom,overview,2023-10-01,231531,,,
K02000001,United Kingdom,overview,2023-09-30,231479,,,
K02000001,United Kingdom,overview,2023-09-29,231431,,,
K02000001,United Kingdom,overview,2023-09-28,231390,,,
K02000001,United Kingdom,overview,2023-09-27,231340,,,
K02000001,United Kingdom,overview,2023-09-26,231288,,,
K02000001,United Kingdom,overview,2023-09-25,231255,,,
K02000001,United Kingdom,overview,2023-09-24,231214,,,
K02000001,United Kingdom,overview,2023-09-23,231173,,,
K02000001,United Kingdom,overview,2023-09-22,231134,,,
K02000001,United Kingdom,overview,2023-09-21,231092,,,
K02000001,United Kingdom,overview,2023-09-20,231058,,,
K02000001,United Kingdom,overview,2023-09-19,231015,,,
K02000001,United Kingdom,overview,2023-09-18,230971,,,
K02000001,United Kingdom,overview,2023-09-17,230926,,,
K02000001,United Kingdom,overview,2023-09-16,230890,,,
K02000001,United Kingdom,overview,2023-09-15,230863,,,
K02000001,United Kingdom,overview,2023-09-14,230820,,,
K02000001,United Kingdom,overview,2023-09-13,230776,,,
K02000001,United Kingdom,overview,2023-09-12,230727,,,
K02000001,United Kingdom,overview,2023-09-11,230688,,,
K02000001,United Kingdom,overview,2023-09-10,230650,,,
K02000001,United Kingdom,overview,2023-09-09,230602,,,
K02000001,United Kingdom,overview,2023-09-08,230558,,,
K02000001,United Kingdom,overview,2023-09-07,230506,,,
K02000001,United Kingdom,overview,2023-09-06,230466,,,
K02000001,United Kingdom,overview,2023-09-05,230420,,,
K02000001,United Kingdom,overview,2023-09-04,230374,,,
K02000001,United Kingdom,overview,2023-09-03,230341,,,
K02000001,United Kingdom,overview,2023-09-02,230302,,,
K02000001,United Kingdom,overview,2023-09-01,230267,,,
K02000001,United Kingdom,overview,2023-08-31,230241,,,
K02000001,United Kingdom,overview,2023-08-30,230217,,,
K02000001,United Kingdom,overview,2023-08-29,230181,,,
K02000001,United Kingdom,overview,2023-08-28,230143,,,
K02000001,United Kingdom,overview,2023-08-27,230119,,,
K02000001,United Kingdom,overview,2023-08-26,230088,,,
K02000001,United Kingdom,overview,2023-08-25,230064,,,
K02000001,United Kingdom,overview,2023-08-24,230033,,,
K02000001,United Kingdom,overview,2023-08-23,230004,,,
K02000001,United Kingdom,overview,2023-08-22,229978,,,
K02000001,United Kingdom,overview,2023-08-21,229945,,,
K02000001,United Kingdom,overview,2023-08-20,229915,,,
K02000001,United Kingdom,overview,2023-08-19,229882,,,
K02000001,United Kingdom,overview,2023-08-18,229836,,,
K02000001,United Kingdom,overview,2023-08-17,229808,,,
K02000001,United Kingdom,overview,2023-08-16,229773,,,
K02000001,United Kingdom,overview,2023-08-15,229740,,,
K02000001,United Kingdom,overview,2023-08-14,229716,,,
K02000001,United Kingdom,overview,2023-08-13,229689,,,
K02000001,United Kingdom,overview,2023-08-12,229667,,,
K02000001,United Kingdom,overview,2023-08-11,229630,,,
K02000001,United Kingdom,overview,2023-08-10,229606,,,
K02000001,United Kingdom,overview,2023-08-09,229572,,,
K02000001,United Kingdom,overview,2023-08-08,229558,,,
K02000001,United Kingdom,overview,2023-08-07,229544,,,
K02000001,United Kingdom,overview,2023-08-06,229531,,,
K02000001,United Kingdom,overview,2023-08-05,229511,,,
K02000001,United Kingdom,overview,2023-08-04,229489,,,
K02000001,United Kingdom,overview,2023-08-03,229476,,,
K02000001,United Kingdom,overview,2023-08-02,229464,,,
K02000001,United Kingdom,overview,2023-08-01,229444,,,
K02000001,United Kingdom,overview,2023-07-31,229426,,,
K02000001,United Kingdom,overview,2023-07-30,229409,,,
K02000001,United Kingdom,overview,2023-07-29,229399,,,
K02000001,United Kingdom,overview,2023-07-28,229386,,,
K02000001,United Kingdom,overview,2023-07-27,229370,,,
K02000001,United Kingdom,overview,2023-07-26,229357,,,
K02000001,United Kingdom,overview,2023-07-25,229341,,,
K02000001,United Kingdom,overview,2023-07-24,229330,,,
K02000001,United Kingdom,overview,2023-07-23,229321,,,
K02000001,United Kingdom,overview,2023-07-22,229310,,,
K02000001,United Kingdom,overview,2023-07-21,229302,,,
K02000001,United Kingdom,overview,2023-07-20,229290,,,
K02000001,United Kingdom,overview,2023-07-19,229287,,,
K02000001,United Kingdom,overview,2023-07-18,229273,,,
K02000001,United Kingdom,overview,2023-07-17,229262,,,
K02000001,United Kingdom,overview,2023-07-16,229254,,,
K02000001,United Kingdom,overview,2023-07-15,229246,,,
K02000001,United Kingdom,overview,2023-07-14,229236,,,
K02000001,United Kingdom,overview,2023-07-13,229231,,,
K02000001,United Kingdom,overview,2023-07-12,229216,,,1325
K02000001,United Kingdom,overview,2023-07-11,229208,,,1146
K02000001,United Kingdom,overview,2023-07-10,229199,,,1148
K02000001,United Kingdom,overview,2023-07-09,229188,,,1154
K02000001,United Kingdom,overview,2023-07-08,229180,,,1154
K02000001,United Kingdom,overview,2023-07-07,229171,,,1140
K02000001,United Kingdom,overview,2023-07-06,229164,,,1143
K02000001,United Kingdom,overview,2023-07-05,229151,,,1315
K02000001,United Kingdom,overview,2023-07-04,229139,,,1206
K02000001,United Kingdom,overview,2023-07-03,229129,,,1205
K02000001,United Kingdom,overview,2023-07-02,229122,,,1230
K02000001,United Kingdom,overview,2023-07-01,229108,,,1239
K02000001,United Kingdom,overview,2023-06-30,229095,,,1269
K02000001,United Kingdom,overview,2023-06-29,229076,,,1331
K02000001,United Kingdom,overview,2023-06-28,229062,,,1574
K02000001,United Kingdom,overview,2023-06-27,229054,,,1436
K02000001,United Kingdom,overview,2023-06-26,229036,,,1489
K02000001,United Kingdom,overview,2023-06-25,229026,,,1490
K02000001,United Kingdom,overview,2023-06-24,229005,,,1543
K02000001,United Kingdom,overview,2023-06-23,228992,,,1596
K02000001,United Kingdom,overview,2023-06-22,228977,,,1738
K02000001,United Kingdom,overview,2023-06-21,228968,,,1990
K02000001,United Kingdom,overview,2023-06-20,228951,,,1896
K02000001,United Kingdom,overview,2023-06-19,228931,,,1997
K02000001,United Kingdom,overview,2023-06-18,228910,,,2021
K02000001,United Kingdom,overview,2023-06-17,228891,,,2090
K02000001,United Kingdom,overview,2023-06-16,228876,,,2172
K02000001,United Kingdom,overview,2023-06-15,228852,,,2234
K02000001,United Kingdom,overview,2023-06-14,228828,,,2543
K02000001,United Kingdom,overview,2023-06-13,228798,,,2343
K02000001,United Kingdom,overview,2023-06-12,228771,,,2396
K02000001,United Kingdom,overview,2023-06-11,228740,,,2364
K02000001,United Kingdom,overview,2023-06-10,228708,,,2373
K02000001,United Kingdom,overview,2023-06-09,228685,,,2438
K02000001,United Kingdom,overview,2023-06-08,228666,,,2496
K02000001,United Kingdom,overview,2023-06-07,228642,,,2728
K02000001,United Kingdom,overview,2023-06-06,228618,,,2550
K02000001,United Kingdom,overview,2023-06-05,228594,,,2608
K02000001,United Kingdom,overview,2023-06-04,228572,,,2615
K02000001,United Kingdom,overview,2023-06-03,228545,,,2599
K02000001,United Kingdom,overview,2023-06-02,228513,,,2753
K02000001,United Kingdom,overview,2023-06-01,228488,,,2771
K02000001,United Kingdom,overview,2023-05-31,228455,,,3205
K02000001,United Kingdom,overview,2023-05-30,228433,,,2950
K02000001,United Kingdom,overview,2023-05-29,228399,,,3014
K02000001,United Kingdom,overview,2023-05-28,228375,,,2949
K02000001,United Kingdom,overview,2023-05-27,228350,,,3004
K02000001,United Kingdom,overview,2023-05-26,228313,,,3177
K02000001,United Kingdom,overview,2023-05-25,228269,,,3212
K02000001,United Kingdom,overview,2023-05-24,228244,,,3580
K02000001,United Kingdom,overview,2023-05-23,228210,,,3324
K02000001,United Kingdom,overview,2023-05-22,228179,,,3318
K02000001,United Kingdom,overview,2023-05-21,228140,,,3400
K02000001,United Kingdom,overview,2023-05-20,228106,,,3445
K02000001,United Kingdom,overview,2023-05-19,228076,,,3579
K02000001,United Kingdom,overview,2023-05-18,228029,,,3701
K02000001,United Kingdom,overview,2023-05-17,227992,,,4080
K02000001,United Kingdom,overview,2023-05-16,227942,,,3890
K02000001,United Kingdom,overview,2023-05-15,227892,,,3991
K02000001,United Kingdom,overview,2023-05-14,227859,,,4083
K02000001,United Kingdom,overview,2023-05-13,227829,,,4138
K02000001,United Kingdom,overview,2023-05-12,227797,,,4237
K02000001,United Kingdom,overview,2023-05-11,227748,,,4287
K02000001,United Kingdom,overview,2023-05-10,227693,,,4825
K02000001,United Kingdom,overview,2023-05-09,227651,,,4570
K02000001,United Kingdom,overview,2023-05-08,227615,,,4887
K02000001,United Kingdom,overview,2023-05-07,227576,,,4837
K02000001,United Kingdom,overview,2023-05-06,227522,,,4877
K02000001,United Kingdom,overview,2023-05-05,227475,,,5011
K02000001,United Kingdom,overview,2023-05-04,227429,,,5121
K02000001,United Kingdom,overview,2023-05-03,227375,,,5699
K02000001,United Kingdom,overview,2023-05-02,227325,,,5385
K02000001,United Kingdom,overview,2023-05-01,227265,,,5318
K02000001,United Kingdom,overview,2023-04-30,227214,,,5282
K02000001,United Kingdom,overview,2023-04-29,227172,,,5143
K02000001,United Kingdom,overview,2023-04-28,227119,,,5424
K02000001,United Kingdom,overview,2023-04-27,227065,,,5555
K02000001,United Kingdom,overview,2023-04-26,227013,,,6153
K02000001,United Kingdom,overview,2023-04-25,226951,,,5825
K02000001,United Kingdom,overview,2023-04-24,226890,,,5978
K02000001,United Kingdom,overview,2023-04-23,226841,,,5946
K02000001,United Kingdom,overview,2023-04-22,226768,,,5964
K02000001,United Kingdom,overview,2023-04-21,226713,,,6202
K02000001,United Kingdom,overview,2023-04-20,226627,,,6467
K02000001,United Kingdom,overview,2023-04-19,226554,,,7179
K02000001,United Kingdom,overview,2023-04-18,226473,,,6749
K02000001,United Kingdom,overview,2023-04-17,226406,,,6926
K02000001,United Kingdom,overview,2023-04-16,226341,,,6928
K02000001,United Kingdom,overview,2023-04-15,226262,,,6966
K02000001,United Kingdom,overview,2023-04-14,226192,,,7205
K02000001,United Kingdom,overview,2023-04-13,226112,,,7525
K02000001,United Kingdom,overview,2023-04-12,226021,,,8201
K02000001,United Kingdom,overview,2023-04-11,225945,,,7872
K02000001,United Kingdom,overview,2023-04-10,225870,,,8324
K02000001,United Kingdom,overview,2023-04-09,225796,,,7646
K02000001,United Kingdom,overview,2023-04-08,225725,,,7726
K02000001,United Kingdom,overview,2023-04-07,225641,,,7879
K02000001,United Kingdom,overview,2023-04-06,225547,,,8113
K02000001,United Kingdom,overview,2023-04-05,225442,,,8864
K02000001,United Kingdom,overview,2023-04-04,225375,,,8816
K02000001,United Kingdom,overview,2023-04-03,225276,,,8943
K02000001,United Kingdom,overview,2023-04-02,225189,,,8908
K02000001,United Kingdom,overview,2023-04-01,225111,,,8867
K02000001,United Kingdom,overview,2023-03-31,225035,,,9146
K02000001,United Kingdom,overview,2023-03-30,224960,,,9163
K02000001,United Kingdom,overview,2023-03-29,224852,52301618,,10042
K02000001,United Kingdom,overview,2023-03-28,224756,52301496,,9518
K02000001,United Kingdom,overview,2023-03-27,224643,52301427,18431710,9747
K02000001,United Kingdom,overview,2023-03-26,224545,52301353,18429785,9690
K02000001,United Kingdom,overview,2023-03-25,224458,52301382,18429785,9632
K02000001,United Kingdom,overview,2023-03-24,224343,52301183,18429785,9705
K02000001,United Kingdom,overview,2023-03-23,224229,52301077,18427883,9816
K02000001,United Kingdom,overview,2023-03-22,224120,52300943,18426065,10467
K02000001,United Kingdom,overview,2023-03-21,224017,52300845,18424261,9958
